cell_line,replicate,dna_count,rna_count,rna_dna_ratio,log2,n_obs_bc,sequence_name
K562,2,0.234230261717204,0.119505911632283,0.510206967947494,-0.97084549278224,92,nickelic_binding_owl
K562,2,0.219824575809359,0.604897331615742,2.751727505392,1.4603376117246,73,decisive_shapely_rhea
K562,2,0.31283907730477,0.15137592205028,0.483877920093749,-1.04728498600541,22,brown_feudal_tick
K562,2,0.0964352615922409,0.3332880714879,3.45608096027311,1.7891370136867,84,lilac_premium_fantail
K562,2,0.237130133181768,0.252988574311041,1.06687653279863,0.0933932259976064,77,denim_illegal_tenrec
K562,2,0.150678021468909,0.0981363035155059,0.651298062974335,-0.618610158926301,74,unlovely_snotty_antlion
K562,2,0.130138094869344,0.0660898808277476,0.507844231883834,-0.977542039523055,173,comfy_exciting_sponge
K562,1,0.147601596092262,0.372881881904634,2.52627269471771,1.33701037708383,154,stony_dentine_gorilla
K562,1,0.313663370170644,0.138614289008231,0.441920549832835,-1.17814107519186,85,aromatic_halite_roan
K562,1,0.253279046976633,0.806976208348478,3.18611514841546,1.67179840780672,95,frigid_giddying_sambar
K562,1,0.218421456151218,0.733263770365467,3.35710503576999,1.74721767621148,37,nearby_ashy_esok
K562,1,0.0966480261163116,0.322920280869918,3.34119892403491,1.74036587856495,108,baleful_bared_basenji
K562,1,0.212820905993494,0.104230231520319,0.48975560475955,-1.02986609210856,126,heroic_voltaic_antbear
K562,1,0.167712127005743,0.202821708022218,1.20934431900248,0.274225060629087,45,trendy_calx_sphinx
K562,1,0.212820905993494,0.105918090098949,0.497686491862724,-1.00669086476841,57,bleached_liquid_rhea
K562,1,0.222494583538653,1.03453363842369,4.64970257688975,2.21713843566808,98,catching_suffixal_hoiho
K562,1,0.297120096029878,0.54965771299295,1.84995131711884,0.887487305619775,76,phobic_citied_nandoo
K562,1,0.258651150601004,0.150612427976629,0.582299470258162,-0.780166788593198,100,binding_lucid_gemsbok
K562,1,0.233511827409528,0.136052307115762,0.58263561475692,-0.779334203119418,89,nickelic_binding_owl
K562,1,0.159615679495121,0.100077994905523,0.626993508545521,-0.673477588443247,75,milky_heavy_cougar
K562,1,0.096795050617523,0.142743312474143,1.47469639783733,0.560417971139949,82,trivial_moudly_rasbora
K562,1,0.191434491420619,0.279424834730827,1.45963683272142,0.545609461703758,101,roseate_shelled_caribou
K562,1,0.158251442918239,0.351739326417031,2.22266110141414,1.15228799128811,38,carroty_purply_fox
K562,1,0.195085830494036,0.140795232497906,0.721709168427843,-0.47051051234022,20,depleted_rhyolite_nandu
K562,1,0.110595133732574,0.0949684442334112,0.858703642992563,-0.219767782563536,88,deathly_acardiac_wombat
K562,1,0.0843497493266898,0.081543045969657,0.966725409625554,-0.0488219326182935,40,dacite_fatherly_grouse
K562,1,0.157842171945175,0.32701309654019,2.07177266069156,1.05086570221018,59,skilled_freaky_sunbear
K562,1,0.104468656409215,0.101960427712561,0.975990610170873,-0.0350608269404726,136,atomic_decayed_moose
K562,1,0.273328810638703,0.211207481383785,0.772723083564605,-0.371976598646543,152,acrylic_native_minnow
K562,1,0.26807248735719,0.857515296162159,3.19881873972234,1.67753924480977,51,charming_queasy_hydra
K562,1,0.220109293185052,0.622997947060899,2.83040274241,1.50100735098562,72,decisive_shapely_rhea
K562,1,0.0789496909330705,0.0517666820865435,0.65569201696341906,-0.60890976470042,154,gemstone_whitish_moose
K562,1,0.211456669416613,0.111040328103472,0.525120954613639,-0.929278328255689,77,uncheery_knotty_liger
K562,1,0.225258491408698,0.895381695393848,3.97490762632033,1.99092133370566,76,slippery_crumbly_bats
K562,1,0.198705233657191,0.0850741510853073,0.428142477777301,-1.2238371165389,48,baggy_balanced_cavy
K562,1,0.248404019256738,0.110066881357212,0.443096217551344,-1.17430808343974,156,foilable_dramatic_duck
K562,1,0.244621731027005,0.258670709833487,1.05743144220058,0.0805641302922818,86,windowy_real_joey
K562,1,0.154827209110267,0.0993576532938405,0.641732508548149,-0.639956026524922,99,alchemic_fumbling_marten
K562,1,0.383157041574108,0.47942480821745,1.25124885150968,0.323368744847843,133,interior_male_hart
K562,1,0.124145528496205,0.0975118924720481,0.785464395320762,-0.348382214477201,38,peppery_docile_prawn
K562,1,0.161389187045066,0.104477027648623,0.647360765374255,-0.627358164180017,29,friendly_undyed_mole
K562,1,0.159615679495121,0.0820555531757163,0.514082034016117,-0.959929500789319,88,reserved_kneedeep_duiker
K562,1,0.236671524768627,0.430877672647424,1.82057251318533,0.86439220429765,57,godly_marshy_anchovy
K562,1,0.199519599368901,0.443446939575266,2.22257332601875,1.15223101650772,35,main_kilted_saiga
K562,1,0.122402775412443,0.0670343934624113,0.547654195229929,-0.868662873783382,172,comfy_exciting_sponge
K562,1,0.273572973129935,0.306465947769294,1.1202347376023,0.163801070935437,140,allied_antique_cooter
K562,1,0.263729504009924,0.842656084150153,3.19515287951417,1.67588496192041,138,kneedeep_crazy_halcyon
K562,1,0.272314022896221,0.139049425888713,0.51062161400959,-0.969673488273388,109,trusting_lazuline_mammal
K562,1,0.230833092047631,0.132283153236355,0.573068410871781,-0.80322072181402,191,academic_lunatic_eagle
K562,1,0.121611946281997,0.485980409975489,3.99615683190026,1.9986132037922,160,newborn_topazine_wasp
K562,1,0.203271249955325,0.170020735592289,0.836422935509357,-0.257695472352576,116,inhumane_cold_hake
K562,1,0.316918088272921,0.1662547483452,0.524598483006203,-0.930714459153685,22,brown_feudal_tick
K562,1,0.120290077300671,0.327512769281118,2.72269148570322,1.44503351662253,45,hasty_prime_whelp
K562,1,0.269621080228244,0.131443395595768,0.487511568029086,-1.03649164230165,73,zippered_grownup_eyra
K562,1,0.144508022588175,0.113118954626966,0.78278667579126,-0.353308895557128,80,dacite_culm_bilby
K562,1,0.103032343377803,0.0570477738271846,0.553688016373652,-0.85285479733799,62,hoggish_hennish_langur
K562,1,0.140495051222268,0.09223362597105,0.65649021206543,-0.607154593456836,63,expected_sphene_oriole
K562,1,0.141448041178603,0.0782303597271397,0.553067819640995,-0.854471693883948,81,sylphic_jazzy_redhead
K562,1,0.160979916072002,0.0645614452905593,0.40105279506844,-1.31813592760908,38,grouchy_diagonal_bear
K562,1,0.117677442137579,0.0791567127126038,0.672658338545972,-0.572054188040222,84,aurous_lambskin_manatee
K562,1,0.150251559631407,0.126208249399537,0.839979629556906,-0.25157375353594,124,flimsy_novel_lice
K562,1,0.243580177562866,0.641717493260527,2.63452264334976,1.39754157952465,63,wired_cork_doe
K562,1,0.128275614571421,0.0891632715412221,0.69509136120005,-0.524725480090496,72,teen_probable_anole
K562,1,0.232772865930384,0.12188986559006,0.523642930213842,-0.933344715198357,47,normal_scarred_seabird
K562,1,0.268902090680969,0.1137952490335,0.423184694270411,-1.24064064583687,36,agrarian_mopey_pig
K562,1,0.244324000630689,0.278101351227848,1.13824818892113,0.186815163871429,75,denim_illegal_tenrec
K562,1,0.111814108812988,0.386809870333456,3.4594012726999,1.79052236859878,127,separate_resident_pygmy
K562,1,0.238536765467708,0.120496838554745,0.505149964276921,-0.985216349397101,59,nonfatal_smashed_cock
K562,1,0.0994431019076744,0.319401198811505,3.21189899233076,1.68342652375347,83,lilac_premium_fantail
K562,1,0.235246249393635,0.131761937348594,0.560102180962375,-0.83623804893118,120,mucky_abasic_redhead
K562,1,0.185187183703641,0.247424278656235,1.33607668580453,0.418002815487744,128,cultural_lean_gonolek
K562,1,0.157367571333218,0.0890261996160801,0.565721379963168,-0.821836399981367,70,boarish_quixotic_redpoll
K562,1,0.161093602453409,0.0988178553176559,0.613418868364036,-0.705055551242056,71,unlovely_snotty_antlion
K562,1,0.179658744271905,0.562601637927037,3.13150155984373,1.64685459756898,145,banal_charming_duck
K562,3,0.231325040205908,0.260404941170433,1.12571013038035,0.170835382213508,76,denim_illegal_tenrec
K562,3,0.177716332879128,0.565462665303833,3.18182721949606,1.66985549615167,147,banal_charming_duck
K562,3,0.0707467779779873,0.0510227272488831,0.72120213396515,-0.471524429320124,163,gemstone_whitish_moose
K562,3,0.104889724509733,0.351468593141417,3.35083912923048,1.74452242571502,108,baleful_bared_basenji
K562,3,0.192090499072945,0.276843912316946,1.4412160604144,0.52728663386257,104,roseate_shelled_caribou
K562,3,0.0938045511721322,0.10672462071089,1.13773393057496,0.186163209735214,90,deathly_acardiac_wombat
K562,3,0.252153909084756,0.112651830827192,0.446758216979801,-1.1624338306749,158,foilable_dramatic_duck
K562,3,0.247439633124791,0.129244029789584,0.52232549877894,-0.936978960267789,118,mucky_abasic_redhead
K562,3,0.15688480235418,0.128165783894498,0.816941998021923,-0.291694442632227,76,dacite_culm_bilby
K562,3,0.276554649864206,0.213990071623843,0.77377137476776,-0.370020736802118,154,acrylic_native_minnow
K562,3,0.104508664922272,0.318763604996253,3.0501165164949,1.60886435564556,45,hasty_prime_whelp
K562,3,0.260054855505826,0.115218275646359,0.443053737344189,-1.17444640310879,48,normal_scarred_seabird
K562,3,0.189166867453982,0.104090356716412,0.550256808273961,-0.861823004334699,64,nonfatal_smashed_cock
K562,3,0.242054095492677,0.266498085240174,1.10098564826075,0.138795662982211,85,windowy_real_joey
K562,3,0.0981833044633508,0.072160283100223,0.734954720607906,-0.444272724348771,42,dacite_fatherly_grouse
K562,3,0.326757059716911,0.134177804700485,0.410634753589506,-1.2840723614753,91,aromatic_halite_roan
K562,3,0.134100611610499,0.0990657135657281,0.738741698311328,-0.436858081945582,63,expected_sphene_oriole
K562,3,0.225772565192406,0.125695727028236,0.556736053918315,-0.844934580526985,94,nickelic_binding_owl
K562,3,0.147392829467384,0.0955098863910609,0.647995473973825,-0.625944358472402,75,unlovely_snotty_antlion
K562,3,0.284049191840021,0.143674963290901,0.505810146334863,-0.983332117751428,22,brown_feudal_tick
K562,3,0.135978501683321,0.0655303942738668,0.481917313859507,-1.05314246112521,39,grouchy_diagonal_bear
K562,3,0.234639112292874,0.428418831959903,1.82586282301117,0.868578379782377,56,godly_marshy_anchovy
K562,3,0.181304668911095,0.0948417102311234,0.523106827864594,-0.934822493936447,29,friendly_undyed_mole
K562,3,0.202810481675809,0.184302737931468,0.908743652737212,-0.13805471255007,116,inhumane_cold_hake
K562,3,0.195697908335926,0.253054312096001,1.29308644250617,0.370818722175589,126,cultural_lean_gonolek
K562,3,0.153866269310896,0.081883410685294,0.532172587611411,-0.910033896319068,70,boarish_quixotic_redpoll
K562,3,0.109142329018719,0.0996491394406735,0.913020093455976,-0.131281483954644,143,atomic_decayed_moose
K562,3,0.255949461777231,0.83287284903316,3.25405196498542,1.70223729004798,53,charming_queasy_hydra
K562,3,0.26004346218373,0.831853685765622,3.19890251721802,1.67757702869335,137,kneedeep_crazy_halcyon
K562,3,0.155260994686501,0.382216040203717,2.46176472703578,1.29969288880941,156,stony_dentine_gorilla
K562,3,0.16139835321556,0.0944796325972179,0.585381639371705,-0.772550598889244,98,alchemic_fumbling_marten
K562,3,0.216416981818935,0.129329604860623,0.597594531508743,-0.742761148569641,21,depleted_rhyolite_nandu
K562,3,0.248429670541069,0.632469551571574,2.54586962255387,1.34815853875569,64,wired_cork_doe
K562,3,0.128769604993514,0.075078575450116,0.583045785174986,-0.778318915661764,83,sylphic_jazzy_redhead
K562,3,0.15995312757029,0.327163004921761,2.04536797680302,1.03236041800886,62,skilled_freaky_sunbear
K562,3,0.0941207554571063,0.326471061164625,3.46864046701588,1.79437030953915,82,lilac_premium_fantail
K562,3,0.153390778866757,0.0814331414485581,0.530886811125035,-0.913523793999943,88,reserved_kneedeep_duiker
K562,3,0.163478610467062,0.329769380398404,2.01720200248978,1.0123555625815,40,carroty_purply_fox
K562,3,0.150820347809396,0.0991027782683717,0.657091564286908,-0.605833673900887,84,milky_heavy_cougar
K562,3,0.140340724499745,0.111109515816628,0.791712571049393,-0.336951335776078,36,peppery_docile_prawn
K562,3,0.302832923775015,0.534525810842279,1.76508486652989,0.819737550962941,77,phobic_citied_nandoo
K562,3,0.257233489177451,0.758298057195695,2.94789787916218,1.55968654757472,35,nearby_ashy_esok
K562,3,0.228489296849714,0.889067337516789,3.89106776455075,1.96016610565901,75,slippery_crumbly_bats
K562,3,0.25225635439755,0.137941880009947,0.546832131699461,-0.870830077105239,104,binding_lucid_gemsbok
K562,3,0.107482488720873,0.147945417966641,1.37646066561455,0.460963383392505,81,trivial_moudly_rasbora
K562,3,0.239348029794418,0.131519306872665,0.549489824443635,-0.863835329564776,192,academic_lunatic_eagle
K562,3,0.12308535596464,0.0847381468438338,0.688450272412404,-0.538575644354217,84,aurous_lambskin_manatee
K562,3,0.152860404788122,0.113351312846534,0.741534820633565,-0.431413655240662,125,flimsy_novel_lice
K562,3,0.209475254861243,0.118398526925628,0.565214860361693,-0.823128698061431,78,uncheery_knotty_liger
K562,3,0.264723649012069,0.297547196222151,1.12399174509938,0.168631440053574,143,allied_antique_cooter
K562,3,0.251946997989157,0.135178198398159,0.536534269021045,-0.898257774478167,73,zippered_grownup_eyra
K562,3,0.184899945631712,0.189388179833437,1.02427385355032,0.0346014910589075,42,trendy_calx_sphinx
K562,3,0.122386154489562,0.0619618282364865,0.506281355884674,-0.981988737773708,174,comfy_exciting_sponge
K562,3,0.109052745711727,0.353767741697122,3.24400581927834,1.69777640754423,128,separate_resident_pygmy
K562,3,0.215716603236997,0.600713950471777,2.784736740045,1.47754094631443,74,decisive_shapely_rhea
K562,3,0.259602825451667,0.134721369180248,0.518951860195877,-0.946327379575575,111,trusting_lazuline_mammal
K562,3,0.119055658574456,0.468248185446858,3.93301915300414,1.97563721192964,160,newborn_topazine_wasp
K562,3,0.216784507213418,1.00627446432562,4.64181909150442,2.21469029672907,100,catching_suffixal_hoiho
K562,3,0.216901859298739,0.105411591928596,0.485987498075857,-1.04100889359942,38,agrarian_mopey_pig
K562,3,0.108558680200437,0.0517657867224278,0.476846131758881,-1.06840428098258,65,hoggish_hennish_langur
K562,3,0.182879181198578,0.107243240173569,0.586415793589538,-0.770004135640621,60,bleached_liquid_rhea
K562,3,0.140757165818736,0.0887059622187247,0.630205657401191,-0.666105389297369,73,teen_probable_anole
K562,3,0.206955004506083,0.0843427900156355,0.407541679008572,-1.29498048456417,50,baggy_balanced_cavy
K562,3,0.211923783839424,0.0990926409138025,0.467586219529214,-1.09669568278901,129,heroic_voltaic_antbear
K562,3,0.249392538352051,0.793131990259789,3.18025549401232,1.66914267278571,96,frigid_giddying_sambar
K562,3,0.222760410689634,0.491597976091132,2.2068462460148,1.14198611858941,34,main_kilted_saiga
K562,3,0.372653285486135,0.470059744933783,1.26138628918991,0.335010156836652,134,interior_male_hart
WTC11,2,0.282552372146143,0.275116478264335,0.973683130580965,-0.0384757479562931,88,frigid_giddying_sambar
WTC11,2,0.0926932498987432,0.0610100495818749,0.658193014577883,-0.603417379709398,139,gemstone_whitish_moose
WTC11,2,0.15126882765773,0.298666414906768,1.97440820776736,0.981420297007105,150,stony_dentine_gorilla
WTC11,2,0.183347561982455,0.0908046462399033,0.495259632896524,-1.01374305879957,74,milky_heavy_cougar
WTC11,2,0.368730236380664,0.0911083407089331,0.247086709251791,-2.01691068443199,81,aromatic_halite_roan
WTC11,2,0.278347302622184,0.250547936949566,0.900127052029128,-0.15179944411657,152,acrylic_native_minnow
WTC11,2,0.132204205122079,0.0607388938059554,0.459432389082239,-1.12207552741579,35,peppery_docile_prawn
WTC11,2,0.265791410700091,0.0654179074276351,0.246124986715429,-2.02253696662985,85,nickelic_binding_owl
WTC11,2,0.203531839879188,0.398306976689054,1.95697624963977,0.968626247157946,38,carroty_purply_fox
WTC11,2,0.132102183007649,0.125028172591576,0.946450465427479,-0.0794010936094011,138,newborn_topazine_wasp
WTC11,2,0.215868832080006,0.13994569451237,0.648290413970012,-0.625287854407738,110,inhumane_cold_hake
WTC11,2,0.192252666456653,0.0904334641110892,0.470388607751661,-1.08807497463487,134,banal_charming_duck
WTC11,2,0.17482793874303099,1.13794317545457,6.50893205992191,2.70242085548886,124,flimsy_novel_lice
WTC11,2,0.201018356379395,0.771347797232178,3.83720079660965,1.94005426160302,125,heroic_voltaic_antbear
WTC11,2,0.146156552029427,0.0745431878527635,0.510022895434445,-0.971366082335931,87,reserved_kneedeep_duiker
WTC11,2,0.151227596946971,0.503595797881999,3.33005223946385,1.73554480943597,81,sylphic_jazzy_redhead
WTC11,2,0.158801887516882,0.0822764097218427,0.518107253058285,-0.948677314661702,97,alchemic_fumbling_marten
WTC11,2,0.218413490185958,0.659845255437425,3.02108287759895,1.59506576217275,98,roseate_shelled_caribou
WTC11,2,0.261140881694429,0.108462310367778,0.415340216606504,-1.2676345229328,62,wired_cork_doe
WTC11,2,0.239579364579252,0.111704641135155,0.466253182244346,-1.10081452288685,187,academic_lunatic_eagle
WTC11,2,0.151458859721489,0.0541818541337216,0.357733144388874,-1.48304430300032,65,boarish_quixotic_redpoll
WTC11,2,0.241721793377863,0.731183039418302,3.02489498030203,1.5968850551054,58,godly_marshy_anchovy
WTC11,2,0.425240724804036,0.729749558430272,1.71608577416136,0.779121664063924,128,interior_male_hart
WTC11,2,0.286137475099864,0.0673822103159818,0.235488938638551,-2.08626879957625,23,brown_feudal_tick
WTC11,2,0.145351035208689,0.0663506394293317,0.456485496192498,-1.13135907236367,68,unlovely_snotty_antlion
WTC11,2,0.261229104965272,0.0959484713090952,0.367296252543723,-1.44498391829551,79,windowy_real_joey
WTC11,2,0.283049660620369,0.0991752250425366,0.350381006729247,-1.51300352268856,47,charming_queasy_hydra
WTC11,2,0.1319578837391,0.0652651094501492,0.494590452656758,-1.0156937040024001,155,comfy_exciting_sponge
WTC11,2,0.27723605129001,0.889877155372597,3.20981759490478,1.68249131529046,144,allied_antique_cooter
WTC11,2,0.199628461308486,0.0688867941945592,0.345075014569734,-1.53501807681168,40,trendy_calx_sphinx
WTC11,2,0.103555179380124,0.0563636345063739,0.54428600137399,-0.87756316337705,58,hoggish_hennish_langur
WTC11,2,0.126394539360659,0.0657688334492611,0.520345529023162,-0.942458149590386,79,aurous_lambskin_manatee
WTC11,2,0.210794801800188,0.0797197981203165,0.378186736292875,-1.4028293286913,49,baggy_balanced_cavy
WTC11,2,0.116180782242184,0.0920443853052578,0.792251382103688,-0.335969823457642,72,trivial_moudly_rasbora
WTC11,2,0.166741981892727,0.449278005120927,2.69445043186526,1.42999104660521,39,hasty_prime_whelp
WTC11,2,0.215735304967379,0.100219174779826,0.464546935398359,-1.10610372853642,59,nonfatal_smashed_cock
WTC11,2,0.181413185081015,0.8483560375933,4.67637474759315,2.22539054681374,125,cultural_lean_gonolek
WTC11,2,0.151393196468336,0.0799195971130992,0.527894244770862,-0.92167915739899,56,expected_sphene_oriole
WTC11,2,0.256906164693979,0.12006777757713,0.467360437691918,-1.09739248049572,69,decisive_shapely_rhea
WTC11,2,0.25737668880514,0.102822270228653,0.399501099753832,-1.32372862025172,34,agrarian_mopey_pig
WTC11,2,0.150663092080582,0.095109720537366,0.631274184167791,-0.663661341306887,73,dacite_culm_bilby
WTC11,2,0.334134029991663,0.106692662145987,0.319310972751413,-1.6469659645849,75,phobic_citied_nandoo
WTC11,2,0.143355583703765,0.26623052018635,1.85713394140613,0.89307787000347,60,skilled_freaky_sunbear
WTC11,2,0.108048402599563,0.098052573994675,0.907487492971709,-0.140050334921708,81,deathly_acardiac_wombat
WTC11,2,0.250363336175265,0.0701780462217458,0.280304805383397,-1.83493161757592,73,denim_illegal_tenrec
WTC11,2,0.113663863715787,0.0620787223457927,0.546160585399581,-0.872602891550054,101,baleful_bared_basenji
WTC11,2,0.289270040513844,0.0618942531990035,0.21396703609215,-2.22453954372597,45,normal_scarred_seabird
WTC11,2,0.273073127127796,0.0774123156350412,0.283485659864337,-1.81865233667175,152,foilable_dramatic_duck
WTC11,2,0.302510809314212,0.0911083407089331,0.301173835458887,-1.73133165387261,129,kneedeep_crazy_halcyon
WTC11,2,0.262847684842758,1.41418902379822,5.38026052861839,2.4276760341658,101,binding_lucid_gemsbok
WTC11,2,0.245918042803922,1.92858748105716,7.84239927687978,2.9712950950693,118,mucky_abasic_redhead
WTC11,2,0.19454603582809,0.111152175664898,0.571341251913855,-0.80757539590724,74,uncheery_knotty_liger
WTC11,2,0.271243311139947,0.10718628318698,0.39516654894276,-1.33946726769387,67,zippered_grownup_eyra
WTC11,2,0.267095952476312,0.128121104121937,0.479681938023003,-1.05984997766447,31,nearby_ashy_esok
WTC11,2,0.154619450973228,0.0455541703544666,0.294621214004661,-1.76306678047614,35,grouchy_diagonal_bear
WTC11,2,0.21997002196783,0.061416783245754,0.279205242134022,-1.84060206619882,55,bleached_liquid_rhea
WTC11,2,0.26246423075707,0.133103591504457,0.507130404476541,-0.979571322607486,31,main_kilted_saiga
WTC11,2,0.250206542974832,0.113108934346033,0.452062256251272,-1.14540662622902,87,catching_suffixal_hoiho
WTC11,2,0.27186964267737,1.33383396214608,4.90615262892354,2.29459211639978,115,trusting_lazuline_mammal
WTC11,2,0.0928983501523263,0.0525625042551537,0.565806649622588,-0.82161896283125,38,dacite_fatherly_grouse
WTC11,2,0.258918962280612,0.106609412565661,0.411748184167831,-1.28016580728629,71,slippery_crumbly_bats
WTC11,2,0.215656884282186,0.0564004013912443,0.261528406936663,-1.93496043590719,20,depleted_rhyolite_nandu
WTC11,2,0.131996271487097,0.0693665775852104,0.525519219624256,-0.928184566571362,65,teen_probable_anole
WTC11,2,0.113253610854481,0.426790300943896,3.76844762585342,1.91397034213839,121,separate_resident_pygmy
WTC11,2,0.122427455745143,0.0776892827750593,0.634574020200052,-0.656139637129736,128,atomic_decayed_moose
WTC11,2,0.177309169222554,0.384173503322668,2.16668717702052,1.11549087436412,29,friendly_undyed_mole
WTC11,2,0.095310540267077,0.373828910471341,3.92222003383683,1.97167047199639,79,lilac_premium_fantail
WTC11,1,0.152837455177524,0.0717835781712092,0.469672686501034,-1.09027239781129,81,milky_heavy_cougar
WTC11,1,0.171035532079578,0.346138203501461,2.02377949945753,1.01705211000822,58,skilled_freaky_sunbear
WTC11,1,0.138819627342701,0.0472981390923194,0.340716511041738,-1.55335623309777,37,grouchy_diagonal_bear
WTC11,1,0.282466391199651,0.0750066552219932,0.265541875277394,-1.91298870658384,126,kneedeep_crazy_halcyon
WTC11,1,0.207597868551164,0.129985421541214,0.626140443774247,-0.675441803845607,111,inhumane_cold_hake
WTC11,1,0.190124877218153,0.0635640844874829,0.334328076459706,-1.58066357909351,40,trendy_calx_sphinx
WTC11,1,0.20477123090615101,0.0924875694834396,0.451662907304726,-1.14668165719087,59,nonfatal_smashed_cock
WTC11,1,0.113273633744915,0.482758262357521,4.26187671744214,2.09148886113862,122,separate_resident_pygmy
WTC11,1,0.195635401444149,0.0834012510181834,0.426309606556528,-1.23002652920478,138,banal_charming_duck
WTC11,1,0.269174764418746,0.0845653526187116,0.314165233138854,-1.67040456019226,88,nickelic_binding_owl
WTC11,1,0.16387200170391,0.32280979930508,1.96988988935611,0.978114989823994,37,carroty_purply_fox
WTC11,1,0.199896681798004,0.108067267166629,0.540615612998673,-0.887324917327559,78,uncheery_knotty_liger
WTC11,1,0.170131586558308,1.114237173129,6.54926692726239,2.71133343190343,125,flimsy_novel_lice
WTC11,1,0.125204684647716,0.0709207357994349,0.566438356511838,-0.820009133711152,133,atomic_decayed_moose
WTC11,1,0.151272131069302,0.296795822804304,1.96199934982296,0.972324563469819,151,stony_dentine_gorilla
WTC11,1,0.268467831822371,0.0905272471009614,0.337199605950771,-1.56832524453026,33,nearby_ashy_esok
WTC11,1,0.145598505111028,0.0633150089213094,0.434860295255282,-1.20137610476387,65,teen_probable_anole
WTC11,1,0.270397223777624,0.124529243353064,0.460541871004849,-1.11859576735477,34,agrarian_mopey_pig
WTC11,1,0.288762252611504,0.129915649441621,0.449905236112724,-1.15230693741717,22,brown_feudal_tick
WTC11,1,0.130080592147388,0.412519552878675,3.17126133936468,1.66505677289101,82,sylphic_jazzy_redhead
WTC11,1,0.35865678271536,0.0940462998231003,0.262218099184083,-1.93116082617764,85,aromatic_halite_roan
WTC11,1,0.128668446377188,0.389247185378943,3.02519534772244,1.59702830539249,42,hasty_prime_whelp
WTC11,1,0.203909017536446,0.860328750255632,4.21917951765845,2.07696247265463,125,cultural_lean_gonolek
WTC11,1,0.263121622801999,0.853579609156441,3.24404965303352,1.69779590144082,147,allied_antique_cooter
WTC11,1,0.246397470187894,0.102921389828929,0.417704734348306,-1.25944459950225,73,slippery_crumbly_bats
WTC11,1,0.222470443124194,0.034721133924589,0.156070772534966,-2.67972770662261,21,depleted_rhyolite_nandu
WTC11,1,0.282742903473674,0.246987830847247,0.873542104197299,-0.195050853047307,154,acrylic_native_minnow
WTC11,1,0.246397470187894,1.93174819181839,7.83996763580934,2.97084769875965,117,mucky_abasic_redhead
WTC11,1,0.208348545775318,0.106793366793035,0.512570732834394,-0.964176990038822,72,decisive_shapely_rhea
WTC11,1,0.256830239784891,0.0806336083567007,0.313956831657502,-1.67136188938524,72,denim_illegal_tenrec
WTC11,1,0.134018962983554,0.0594032560464554,0.443245155193038,-1.17382323278128,58,hoggish_hennish_langur
WTC11,1,0.257252743350018,0.105420275399997,0.409792618835406,-1.28703409605664,64,wired_cork_doe
WTC11,1,0.263869290801217,0.0876198026685217,0.332057597162866,-1.5904945884532,49,charming_queasy_hydra
WTC11,1,0.207933218643411,0.636100250919105,3.05915646893326,1.61313389937111,98,roseate_shelled_caribou
WTC11,1,0.117598792589677,0.0988531107029476,0.840596306527261,-0.250514977401176,69,trivial_moudly_rasbora
WTC11,1,0.0851353577823125,0.0568177464349946,0.667381308013941,-0.583416814739967,137,gemstone_whitish_moose
WTC11,1,0.407743182040254,0.740215876794799,1.81539731232519,0.860285326618934,132,interior_male_hart
WTC11,1,0.130173513781901,0.0551575604085581,0.423723373565624,-1.23880538158057,166,comfy_exciting_sponge
WTC11,1,0.252370742192449,0.0743894620946424,0.294762623624238,-1.76237449491353,44,normal_scarred_seabird
WTC11,1,0.260593502778337,0.0688308428606222,0.264131078199483,-1.92067403296433,156,foilable_dramatic_duck
WTC11,1,0.15407409376614,0.0516124963743891,0.334984909615815,-1.57783198831035,73,unlovely_snotty_antlion
WTC11,1,0.277621392029886,0.129353244032783,0.465933994088099,-1.10180250298315,32,main_kilted_saiga
WTC11,1,0.21054047399776,0.794865393319684,3.77535671990622,1.91661296595448,128,heroic_voltaic_antbear
WTC11,1,0.146547647908362,0.075396440366655,0.514484138386179,-0.958801495560822,58,expected_sphene_oriole
WTC11,1,0.165914575591637,0.0794168754061736,0.478661233487051,-1.06292312718507,85,reserved_kneedeep_duiker
WTC11,1,0.252650739317663,1.23023445157021,4.86930873383833,2.28371697619892,119,trusting_lazuline_mammal
WTC11,1,0.199240059625618,0.0677939993656578,0.340262894385026,-1.55527826067359,56,bleached_liquid_rhea
WTC11,1,0.219140607182415,0.102819156192653,0.469192622557011,-1.09174776584339,195,academic_lunatic_eagle
WTC11,1,0.128727792250062,0.0642715852096265,0.499282898325288,-1.00207060324808,78,aurous_lambskin_manatee
WTC11,1,0.164774065807469,0.0568473467196703,0.345001784359037,-1.53532427131749,65,boarish_quixotic_redpoll
WTC11,1,0.125614396566377,0.0682808919739611,0.543575369069102,-0.879448009876503,101,baleful_bared_basenji
WTC11,1,0.249655618554015,0.749976492771123,3.00404411931494,1.58690600135068,54,godly_marshy_anchovy
WTC11,1,0.0953390211352022,0.422934047496134,4.43610645945654,2.14929398828751,79,lilac_premium_fantail
WTC11,1,0.198237964651169,0.375941375552119,1.89641462579404,0.923274424774267,29,friendly_undyed_mole
WTC11,1,0.244530822686471,0.0973553362983575,0.398131144486367,-1.32868436176871,83,windowy_real_joey
WTC11,1,0.115688223970573,0.129249120678453,1.11721933523095,0.159912447044524,84,deathly_acardiac_wombat
